,logpred
10550345,4.334602957612138
12135309,5.4753100778488815
17845579,3.7608991020793163
17887871,4.301625153796156
20310828,4.440921139719822
16367772,5.302840747040862
14007277,5.096827859362329
10187948,5.085003663185344
1979502,5.163157498340436
4025466,4.628776032220675
7010681,4.667571766183453
2210088,4.825750445188265
16487475,4.798541989305668
7132520,4.5561851538551705
6329731,4.298840950361394
16633430,4.701071257524933
1586489,4.132657506680628
14556587,6.000158994666768
20332537,5.798550227028443
19504228,4.537083683119781
7124926,4.298865628336613
724656,5.431947123023106
17857598,5.427945861787705
7198878,3.8873895639244918
1954429,4.725307161646148
17552926,4.591890391717962
18947464,5.027921812144662
555596,4.04755848278072
8687518,4.095707859043663
2754975,3.7839554222706586
15591048,4.7551646200576725
68403,4.752406006120263
16123133,4.097742643448996
16545677,5.4241295327530175
9909328,5.732681125386907
9372609,5.171059039824675
15507297,4.177218601846798
3104839,5.606833071822964
5628808,5.314196936144244
10043483,4.178228242111879
13882820,4.646896431609746
5804060,4.8222713192885776
13880330,4.541812338193384
16515346,5.009957930050502
9734018,4.057468254507113
13343870,3.3366703616477325
10102418,4.401212477906552
20903084,4.861439913219998
17642625,5.965619480150933
12547180,4.098428716870682
15509545,4.036046918374792
253466,3.700921535897719
13223336,4.15861403312847
17152842,5.247757854975574
8411226,4.872946409027831
16234017,5.301900657031248
2627940,5.442540797954966
13669161,4.977489871399206
20933293,4.668909670096008
7930895,4.067432995974771
16812656,4.0528437615854545
13031184,4.89092579264219
476919,5.807235590748693
20729133,3.963200761349997
15755492,4.50244827588269
16707888,4.103334907841034
3466620,5.96001373370319
17498442,6.117136699685104
12364198,4.649152941756244
15942888,4.862057030407155
20969932,4.516742356332525
11363122,4.4347340302391824
18667247,4.705664608289458
10672015,5.278320631816551
12008897,4.3676589017685945
10230060,5.239035464087235
12630408,4.860241570780838
14186084,4.537805671625212
16160310,3.5188203673360445
3454343,4.349417505137366
6135485,5.492211503385426
12544280,4.6752225028823515
13276066,5.424356157958703
2503128,4.596808777260809
3717427,5.134072555147098
16441864,4.285143544944021
10058134,4.401401928530126
13346431,4.208963502586951
15740950,5.81588522890857
13080618,4.714889388431624
17865806,4.234853604781039
19777573,5.195049842074943
11064084,4.855462326775273
8850423,5.072424424972714
7472068,4.9617193312314765
10779412,5.736742509348487
331450,5.101084144805982
9347680,4.642953869607553
12955368,4.665650274269693
12231352,4.52822295001063
16004577,4.5209609491102425
7311059,3.967711415105409
4663928,4.586419333877541
376559,4.925683079002996
13591611,5.2309802791392945
1656621,4.856457729446964
18314314,4.993128063606268
9791362,5.36686860875393
61153,4.00903974357451
3868503,5.602125007864704
19192001,5.572766048760363
15990034,4.968847346557123
18637173,4.806359539837463
18331809,5.158423320319891
18296371,4.8403331382058035
14038936,4.017116173446701
16870359,4.602567070975648
271130,5.192696731197802
14169399,4.312225596563583
9734844,4.169980231813962
12875096,5.422841726569527
12803399,4.141318163418955
15871074,4.854168397762485
3953322,4.330619908537517
12230297,4.463626523906758
13860706,4.860191891129127
5360210,6.494391864323013
12973167,5.274218184511567
15057743,4.165323379302341
17750227,6.111997751099323
3544343,4.647892898227069
11434047,4.213728987128302
8649889,4.531937080746837
1907186,4.182177355242155
10156269,4.889941500345381
248865,5.70660276940873
7274441,5.407903339057425
16122843,5.657268140274352
16002608,4.114155131128317
5364134,4.942560950913223
2979052,4.531848831866288
14066228,4.43244269078134
20581837,4.5651835810264085
20395728,4.403123224711187
12569486,4.208346999480599
7518816,5.138306332128641
4137789,4.947218833491877
9633282,4.759210414738424
56859,5.990473767386544
16098984,6.304740746027701
6259989,5.811615213735938
7939407,3.888584294020637
7517579,4.07099425243237
18730787,5.884037103104413
13615838,4.5406915276290425
6504030,4.345933104555411
2176963,4.666404945631487
6107258,4.693610883770518
3318417,4.390363309648027
6222260,6.403589640592778
17479706,4.888335667047558
19334291,4.318623658781803
4296362,4.5035602796051295
8627179,4.619741506757387
12454870,5.23969732566648
16042019,5.944412921388778
14189240,3.8256431579767467
2488022,6.186045601599647
18369887,4.540556293511742
17774890,4.302748217970757
16082400,4.033064476645082
7020322,5.382726672812602
14774411,5.439919018350821
3852970,5.287886171012258
15870268,4.0583451044849435
6043296,5.699246001409892
14221607,4.013852646068523
17073983,5.035174564571805
17991551,4.390184359455155
15343720,3.8289600154564316
2598841,4.212892505542069
10783121,4.949451902662034
5496554,4.254900884570156
13379739,5.114820831510113
1944155,4.765508543720527
13564007,4.491604142211034
20817835,4.2470078682500265
9473440,3.961035060861103
16359470,4.8853163891459035
11150475,6.17375281433765
13094264,4.302527665075757
1822183,6.467097965705493
12518189,4.31007466479991
12455369,4.845335496043485
15468914,4.84550688057606
12905131,5.014098510066895
181972,4.962636274654657
20146269,4.571165704174383
17846157,3.2787306024442517
12270642,5.471571597485169
13514141,5.270193190973237
16618112,4.834411712247552
7382491,4.982441874273028
14696763,4.581693806146764
1090297,5.291238186040314
9473816,5.855755319521444
17515103,4.793342834819631
15370440,4.364157755627951
10524082,4.883031206009846
7182122,4.065472228862583
2070705,5.145093892747309
18763188,5.060026722982615
12433198,4.54279930957233
20353100,5.195955879313968
13897860,4.501786018848347
13209493,4.8375553243269716
16837677,4.923747594760334
6725556,4.863708360719232
10090585,4.2307738242298285
14983123,5.516547658822947
1940006,4.873697991744311
7886331,4.883229339041033
20310503,5.08566297890283
18294493,4.695719330540432
720811,4.2844309725135385
818189,3.743617860619101
16914048,5.009013918360839
755528,5.737428195758969
11656396,5.345191906906558
7112125,4.314715770144736
2975776,4.796225050601264
386846,3.8074897253960844
17217670,6.042578284298855
4191637,6.333438841537405
14217775,5.010225103762972
18760486,5.471958841490724
6732313,4.503107549343482
16382270,4.786921569871089
11582472,4.2471189868070915
17893451,5.350777523045451
8254893,5.31014713502105
19832188,5.46777394813764
634133,5.44205755585363
640589,4.393742414527218
16899141,3.956842559664235
20383768,4.689792006466571
16439512,4.879013066289083
17811587,4.490637813947923
2343987,5.186893271456601
5624807,4.854962312189161
971449,4.403800576385865
16807426,4.11276088953657
6599870,4.481818814794512
17616603,4.2970312857888295
6462549,4.709390743137508
20218811,4.227980951653878
5195346,4.532242873158368
1989842,5.131000616178668
3311544,5.1408069794331555
18190744,3.8151433403626225
20480443,6.354588997652984
15028308,5.158843128640658
2238488,5.011316249391707
15019476,4.8600029227221375
1499630,4.546846341564285
8733790,4.818949934575404
8392488,5.724453721241231
7526377,4.402902234061946
12089766,4.55712470207434
10491137,5.870853777051345
12736586,4.141920360509348
6844537,5.382167818918851
7896248,4.620409483415542
8381472,4.702546257116351
7280929,4.247829987682728
13250303,5.0766126317010745
18752630,4.0496033401301315
9490137,4.378965736226879
13360706,3.9349729625818815
19522525,3.558943241912997
21053769,4.23681854489849
1352111,5.078759251926572
6361628,4.085411101337562
13388649,4.132578703032248
7086215,4.460048060161626
6696127,5.326889616042733
14050933,4.635226292696689
9611367,4.138580940234476
19170980,4.67649492625907
19780958,3.8133014626169723
15649332,6.297987857914375
2330139,4.320638019586256
18324815,5.026647865877312
19812298,4.306962560209866
6573831,4.527220261958328
7790855,4.793682157783979
9697230,4.080345415160934
2671736,4.370149719173519
13748851,5.044706382365896
15872614,4.142413552114108
8777405,4.016106607453571
10502172,3.9677049904648283
12042,6.031846664377037
15793708,5.330155093421434
14336061,3.99827197077788
15343420,4.709228150079248
8446914,4.0502419992798915
5995416,3.963619269995978
458046,4.380107701778277
14190524,3.6739772801490576
15603347,5.102696736992528
19734162,6.034265402988257
14717119,5.230985121197884
14223920,5.527400014882411
6487660,6.548306273756288
982276,5.122125989777376
2365726,5.356834359677247
17747697,5.107884264427214
16417593,4.479103482652427
3749971,4.514902049648688
11585687,4.726329831851692
11817975,6.046935542001691
21154164,4.312161173799536
16515340,3.9660423035767174
18942735,4.927108200412213
8326500,4.35711716187717
16050862,5.689112952088406
14969237,4.133863676946162
7727070,4.794511899439099
13902602,5.259806208171444
41399,3.804110379113581
6045552,5.309705187301522
18022456,5.238106997388
4288361,5.0913581775903
3771687,5.224211748024361
3032355,3.9397697707580095
17764327,3.9514101866459255
19270209,5.053970971086278
15087740,3.9960654647987672
17681551,4.72352921010155
13504225,4.2780769263802245
3635723,5.573166680541904
4529762,5.045563759377323
1364192,5.152259160121839
13978543,5.068167194647189
3812865,3.9455498500824646
20409370,5.762382326300337
10051649,5.517154382761198
11528550,4.806019479529791
14323505,5.052516034382363
10001022,5.3603358333620745
16256170,4.485418714719823
18502823,4.893415425244291
44229,4.071454599725182
17071836,4.668354817599227
3630011,5.549534973954055
1551044,5.880478405251804
13387556,3.9570865944734113
4041351,4.690356070652974
1499843,5.334563283469598
16260159,4.243267448151886
13815237,5.316610817028328
15940241,4.798025019243497
20720916,5.202335177771755
900456,4.364719674867646
12749596,4.665036508102275
14815230,5.57259616060515
12384924,5.3881315488653545
17929451,4.591879531028287
1841356,4.358808395639372
1297644,6.785810521847998
10035023,5.175034891670171
183859,6.132934409877792
15913550,4.86349993162043
17422735,4.150666266509849
20076523,4.243754664099439
8171013,3.8533322542690605
15342385,4.8814567198427214
18568023,3.9805658858593254
3884105,5.530898022657789
3081560,5.276528631697775
20671819,5.474979990310923
12672097,5.4331466441865395
13450500,4.650283254423249
15734872,5.081695226597345
15006609,5.302338042346347
2876014,4.336526408452388
16638682,5.193212977162727
10194572,5.044456566936713
6862594,4.714447609115258
3231803,4.322753810552684
20224058,4.105107836958727
12326470,5.125408228567931
5651414,5.475270732773213
5805319,4.755324444668491
18375219,6.132092801070319
18239401,5.1127409640510795
19883215,5.854238282911507
6677646,4.650010743411808
7345170,4.254515637676
19103830,4.973517741289156
19891590,5.08267189423284
19466277,4.718819038865948
15857972,3.9483829419586445
11819334,5.318677825726902
13632841,4.483346167853895
13548848,4.178467116452837
15498564,5.151152539457613
16740536,5.451844668510587
12418668,4.535261365630248
18324607,4.169285225346863
3517289,4.320867683636
15832351,4.519972084617512
13032846,4.17808070415115
14805637,4.876648511561427
19224852,4.852072970741169
12494576,4.32241897628884
17927389,4.936716210136046
1693524,4.537146207640828
16413243,4.593599439744701
15008493,5.748792722397841
17767757,4.051738506670999
12113989,4.713954164958862
6898039,4.253125150841475
207250,5.195204704153037
14168664,5.1134416612436535
9788738,4.939813992631713
6642680,5.267928571336039
7911161,5.7775120962911215
4447990,3.2103658103572252
763569,4.637522483638515
11047622,5.373131156481826
7651189,4.859613895822081
16765291,5.493549398504253
14486682,4.80704779177998
8794908,4.399110615163438
2551952,4.108345927558381
573701,4.4019793209754186
20067870,4.664009202801646
12274644,4.1421799209917385
8072314,4.097287444396135
18622462,5.086741200701102
1371310,4.278422588910386
6938818,5.440745313061862
16442460,5.137855679068326
2250130,4.769998987298274
16478955,3.8509941781888903
6716199,4.650639782024678
15392180,5.34163173355936
20567217,4.500892424429156
1851767,5.3686871882299885
10920624,4.966897519302699
10455934,3.8691203252963504
13028002,6.064706469080802
9981578,5.403510773409846
11039706,4.793296547114891
1347204,4.41872830952116
7203642,5.525183759610866
8862058,5.741928508566411
3153603,5.4096055636718425
16352847,5.419911499010492
193393,4.486097477924167
18018755,4.570822593496886
20788168,4.451217128827018
15819031,3.8418833372108128
18527258,4.177818051227356
13466505,4.03718235823042
15452543,5.167054325132502
7973885,4.4595634492379945
9199346,4.812455351254801
17175597,3.8020840939255285
20568215,4.622973226261572
18022807,5.976196465740858
5395031,4.306466887225835
3167626,4.019039277097329
11730504,4.6610925583663745
10770836,5.00102000908977
5946583,4.92190506198788
6166826,4.3227782269477295
8953744,4.442152927806062
7054267,5.995795982765273
19438842,5.013410191318537
2432788,6.088967836664297
12340135,4.604408224909281
4729927,4.815378738570826
11734816,5.135352144068443
5709013,4.091648932215467
16646297,4.613772099202738
9119015,3.938601901496186
7247763,4.797299060435781
19602101,4.704323546206124
8914789,4.275466517607251
7281613,4.250344412957092
7961104,6.130551230988736
1365028,5.017482974978645
6793945,4.322359473265944
3318240,4.877083396876292
5269442,4.120652391574748
1446428,5.083493929493877
9629425,4.215194575001142
19767282,5.054551014782929
7591467,4.4293897649537515
4967549,4.8558787372720325
10270377,4.561565266951161
4701058,5.240485236623334
18111901,5.702157876511939
9280917,5.2445148780732875
16963514,4.490538534710755
6119700,4.132890936245926
18007668,4.830194784018051
17238535,4.74764526542146
8760046,5.510907270083105
9461238,4.30621353787784
7749568,5.198525707171156
7010001,4.086370186508697
3278758,4.103810196795258
9524928,4.418420464300088
17824338,5.551794619696374
7495711,4.472348370158046
20619757,4.707812857339841
15181459,5.194246678440342
17112975,4.094602710321729
14422390,4.28773090092257
9138319,4.095087653897255
11337445,4.599781095975289
6504159,4.2623515523593865
17483642,4.217033299971917
19905170,4.840177016118174
11774112,4.958502992530257
4495026,5.210443036662959
17173015,4.833373595599718
5735341,4.937063337289071
15216224,4.460561687211975
16249009,4.6444784077556545
4951402,4.633003138838624
11888603,5.124279333980325
4623011,5.435394929023005
14344427,4.033455648951927
14887262,3.730943374050592
15059051,6.154009632698424
6244773,4.166665709992059
16508474,5.355902741439023
4054332,4.937198809296992
1709089,6.607972929136491
16231631,4.562331116251401
9302921,5.31989989377977
15486635,4.024769155962478
7228772,5.297118032661227
10804476,4.825321072257326
12092403,5.004961333665223
19815527,5.161400116892345
19431197,4.453843877773236
15599248,4.066397854072574
13589,4.030235628250429
2082694,5.221627544043076
14184061,6.338726220220302
10593704,4.763007007742318
5771211,4.401073385094664
14919110,3.808959088633495
17903300,5.056318535622536
7900575,5.140661791328878
12536976,4.483789558513667
7775431,4.112217825535241
11852437,4.372050244878569
11261700,3.866186970805395
10960652,4.944341929351845
13245721,4.519550234229209
818518,4.842520210752628
393875,4.646099162966462
13916100,4.066570731238179
14979266,5.492923779094501
20860793,4.2518344590838915
10596447,4.575212490197852
7025189,4.993382878962314
535641,5.304616431918113
5958680,4.171498635735188
20282481,5.216057885392813
6074078,5.118099223429224
12138787,4.021775563969857
18441094,4.7850562802809335
20326257,5.050791184241905
6931714,5.636173008855517
14872587,4.951375148649153
9331413,3.930357519853811
149210,4.485879541054459
12346559,4.804446056280788
16434642,5.1027152744014055
15758808,4.651437556629833
6847411,4.608676913256302
17882017,4.545629604459856
14950688,4.545458890939009
12871016,5.0952745166100675
9563487,4.7707180046900515
5726250,4.389704357430357
14838379,5.285747200339257
13800443,5.836702752018541
4358619,5.42864404821091
1506773,5.356120595831605
2012494,6.143753112116703
18178150,4.117277823134775
195578,4.937877518361274
5860276,5.848704453530221
6278392,4.117094101667922
9155475,4.209330791303423
11443623,4.4231579010415425
1346715,5.79374727904066
10087811,5.170006785435238
19550846,5.667149495013211
12446548,4.7992472726862
11317188,3.7561819387022077
16425763,4.559389172274486
1067251,4.16117720298222
4030842,4.179796148016284
9866779,5.183718383770839
7601632,5.0815933587415
20378843,4.599632013187537
2958366,5.466826491618865
3084267,5.134118609510141
15532799,6.402419394822188
945426,5.378837053355033
15928157,4.395919407738693
16396169,4.840134783624181
9189063,4.208433911785285
14549868,4.621301719315265
13752871,4.593366025608167
7019788,4.354427102781974
17764691,4.121189767080337
13598801,4.6844821796305895
11205769,5.01779201305315
15265988,5.303682222272373
12422277,4.660150817197497
16266043,4.439896184129753
15929281,4.012722737015381
6225501,3.98963637734432
7968806,5.7084642061532485
934609,4.444114865821855
14839995,4.15129629209584
13625891,4.911871410734422
19982721,5.428447461961317
4744115,5.0471495599467815
8440699,4.27296831551961
9515597,4.855739680642322
13734035,4.77511564275566
20026248,5.787652570024124
346805,4.495823074785322
17451486,4.893426506368463
20245126,5.972605003521399
6704276,5.513494005572958
1030265,4.622030883426197
13443722,4.030718733931064
11659296,5.863398867506334
5192414,4.196243994713915
3250685,3.9328740941825213
6071405,4.727460859544228
14054966,4.432635650144561
9032140,5.65875923941164
924736,6.107101758381659
5567278,4.506030333508729
13497881,4.663700646972238
6881600,4.685770264275241
15067484,5.409807852641442
18550947,4.581022328011146
7777537,4.768256804891774
2211028,5.795725642170242
15774003,5.091555483887103
8807089,4.914860533882644
4387183,4.763244874056239
20679744,4.7621990399029555
13741654,4.856074604199785
20725595,5.575724699260757
8275455,4.8688747141298725
12955454,4.959664081564464
19507918,4.469750325727788
15423732,5.623030483861806
7933896,4.043336998155524
11421292,4.993899709936499
17771656,5.741100102639641
15820365,4.581314322694173
4400008,5.0154525693417495
17625226,4.672707402196081
898068,4.838800603173238
1273533,5.882648869182619
9513152,3.9814625381951476
7226513,5.344064555075592
19909756,3.805660105295145
9845352,4.672278775358234
12311236,5.108396135930996
841234,4.798780000024534
8688748,4.881025979107621
9509369,4.679354334095414
16702915,5.753495620918327
6004200,5.155139238150666
11059197,6.027065406851099
19654433,4.376504261904827
13377231,5.223413256550305
12885888,5.754710998417182
14386978,5.1775644754242895
13481935,5.244023826668178
5117701,4.957360708175588
15596610,5.191614276455845
3656971,5.62100251543506
12497438,4.307015664692237
14686119,4.465970012288753
15043768,4.242789078237883
10339057,4.571773924267375
6559730,4.0204300660927705
1212897,5.243177035809838
14010951,5.078013214100225
9474607,4.719156026764755
7671112,4.234379300633517
9340975,6.121189006714446
18691200,5.2592169329394425
15481211,3.931129774206834
3694498,5.21243658015569
17223670,5.267320329932317
18616208,5.672416859938853
4494338,5.18732120205218
13504999,5.003698147476104
18461886,4.174436273870753
10733503,4.865163160427627
5899598,5.400417743447208
4490826,6.08636135303917
3318593,5.853512348587831
1039931,4.415078909021104
13346110,4.414277256092863
95243,4.812032836589171
593991,4.889978914400147
9676065,3.983818808067382
7196412,4.873617020703356
4567558,4.243605547898166
4142125,5.17905481731225
1616540,5.055184509504776
602888,5.009775401499215
15952947,4.998555521982846
13190103,4.740556932926427
5297292,5.128346116981745
3380344,4.462275064169484
371767,4.315335089966802
9363721,5.35130031595981
15649021,4.251941934828879
13452474,4.380616146573605
1246711,5.768958086807192
8126890,4.3205888464362685
20386464,4.136539546031099
13360012,5.733192615404917
11737510,4.824145485221403
63003,4.379419067351887
19113883,4.165605784562018
16040153,5.33338267405686
20150874,4.263377927173365
20139611,4.592665758468235
12956315,5.535493134162227
6185426,4.566317712016639
15804493,4.31105425194397
3558850,5.807117777260026
19238409,3.901869331253515
13591025,4.06849211947294
19334066,4.7493612440859865
15377706,5.0095091762280255
1426529,4.836551134223305
15663291,4.564052525215098
16214045,4.632480422553001
15771398,4.8180545734538915
1665638,4.525009376211312
1308927,5.591492678221395
356370,3.7781686322600025
725255,4.445853917839987
14185372,4.622269768687568
3886521,5.491940415025438
16689918,4.018306920074272
21151013,4.0335967559456885
16742323,4.391284989834059
5526210,5.354988218369764
18706454,4.690153009843004
17961134,5.905952487515752
16523033,5.02149788412799
12899127,4.758328030524971
5194984,5.151182372425526
6684189,4.643632062806804
15582339,5.847561682533635
14474140,4.640697835650819
16256352,4.708279140974125
16220406,4.080699505168951
9449718,4.974308724919088
19915657,4.853088986892066
9043726,4.856105349803945
17895460,4.61759735825715
17682843,5.029187700501821
13914468,4.346990160103072
15580808,4.729290897427067
6091808,4.052842496020374
18182282,4.078320488831693
19473060,4.564988397030507
18314141,4.173283000343741
65408,4.287013807479844
2808417,5.654834973378253
18402568,4.399260617726795
18428588,4.232572758245135
17903384,4.990934239910982
12138634,4.770303063729894
8202578,4.2491229117346965
15071108,3.3939215600602513
3794190,5.362390152250464
7514978,4.383880254094415
17000016,4.716161061971872
16426559,5.890919371435985
18429433,4.074961359059048
16067657,4.67038606617441
14653743,5.289827685766884
18237513,5.214702895706859
14164359,3.8951251435514216
19777168,4.320788633068905
193853,4.007948712329817
6025389,5.584177808903491
5969842,4.182138936336634
9473837,5.288824613313643
14805196,3.768153659494023
21091336,5.1457393841716685
14826630,6.094324944959794
2441418,4.944454086627215
7361438,5.123596842098321
1090545,4.264125512214372
17796760,5.384987361667881
11927008,4.842578492646283
1391215,5.053569443971162
17765242,5.413036295183703
16543246,4.117491996413961
11153954,4.721448260961418
20234853,5.393374485562278
9767864,4.833991710404224
11496612,4.667103630516557
2598026,4.3282836504493485
9405466,4.221652011698835
6395433,3.7617936165410937
19946213,4.62316438902737
12069600,4.900913742583408
17547338,3.9921127797248426
11812196,3.477223843128994
6384622,4.317993784522501
16186033,3.9169768097694053
10965768,3.920372654268153
19120941,5.296366324926048
15301587,4.6636026701466236
14185264,5.112622126859009
11881882,4.862915282381541
17479949,4.844204668381353
17942767,4.133682159379984
19360685,4.216165214770454
17947340,4.094557879864267
16685411,4.738341414720329
1630572,4.799444781826235
22453,5.017514255198368
20558064,5.079921368972768
1971540,5.773939424143372
20269435,4.442158341865527
12762416,4.975950883178884
16643990,4.410184667674566
15397120,4.699649924355453
16408202,5.792679314446189
19873282,5.349161598340526
8409178,4.7651206628864236
5710107,6.112120495475051
8902304,4.160658331061685
4403159,4.334303032954584
7633507,5.532927301543456
1759389,5.1911498690300375
8269421,4.315194817254658
12683014,4.937166440215035
2137113,5.325937595624729
14784440,4.759763963733148
19946195,4.611821711570666
16396640,4.86260412726378
13401235,4.137948079848537
12951444,4.118142366322543
7146997,4.324827041266404
8865315,3.9448261875105155
11461920,5.272250820615066
5192165,4.9570818101367475
1961361,5.33415459765905
2529318,4.154832707072529
17345671,4.219023820946305
2203450,4.851868506232634
16512828,4.842095640725204
1033754,4.556190385205139
2266010,5.9972615517562335
13955165,5.091115719820805
14981522,4.874171105444744
15980213,5.160465217826092
18411446,5.575478551101075
13076718,5.935457309000236
17690331,4.821725733382441
7265118,4.406248449801662
17574138,5.599850015662159
21055294,5.40383319212281
39059,5.084132793340498
3421168,5.2939815808102
14538600,4.869416001257928
12156007,5.003902689441524
5559015,3.8521724806404944
8588621,4.2982177647439785
8068609,5.511848851947516
5194724,4.587928934406594
20197869,5.3367644218777
40138,4.347860499374998
18615898,4.162700863826699
18077069,4.971195026571822
4455094,5.205598590339999
8772093,6.362803140636579
18340679,4.144321280719102
19735537,5.057105776169795
7563445,4.5617092865511655
4363132,5.311864854592005
6070550,3.963758902731954
7715747,4.324074306172326
9806843,5.682076939479556
9607093,5.250483637747995
18342603,4.667842117780214
16780183,5.900354905816662
21148259,5.118070174659799
7399972,4.768898755816114
8201902,4.15967517369451
9921802,5.0071754652025815
12737896,5.420815475883131
20788590,4.6573052635660375
3758686,4.7796080745138525
1198536,5.1748791692647975
16415673,5.27750777789039
13168270,4.6451607523949585
17509140,4.496229555452859
19361346,5.349415928942255
18344553,4.416770808477505
11218995,4.384401483745838
16416210,4.568965944839623
7808601,4.789384488366133
14768793,4.6393663585611975
3442098,4.795301436932427
14884702,4.856845040249829
9387676,4.209597675360307
7021851,4.911541206438407
7397916,4.167498847108591
4704514,5.071180563699641
4278720,5.219072836269283
707443,4.8091297560074775
15271428,4.789741214407161
4227479,5.082998086466956
21188095,4.805872518431226
16272848,4.658974916358375
4068953,4.19786012449191
17909001,4.303625272280812
20269422,4.494984255961383
20857329,4.820819701234137
13085694,4.998714203509352
914325,5.015891577031085
20917894,5.71108357322019
20491184,4.5768417243961
553872,4.137482379612119
9110796,4.762054489310382
13430730,4.939502589369119
18360567,5.159844188508738
19809264,4.66898332906722
17346379,3.785027675803429
14284554,4.007707228602104
1489175,5.299926544097106
982395,4.981509829457364
16275525,5.2201853814903965
20872076,3.035719093202965
147474,4.108674625051814
12974200,4.673484679821352
4246324,5.9050951908769145
11950735,4.723973037647397
17904544,4.389804836285411
1295083,4.7901145522942405
17286950,4.007202795987585
6199255,4.885625760698074
5469403,4.982936684217478
14054177,4.7903909429788
13674816,5.431502732191495
3534379,3.3746385782802872
1868513,5.588433236141309
20750730,5.122714367461071
21122043,4.465283538112572
18155852,4.040452568618355
6973744,5.281291699885673
9332830,4.358112000109761
16543492,4.562119039343805
20481541,5.0926157012198505
16243222,4.562116978537953
13417302,6.574394316309846
15423388,4.399468437999758
17681652,5.048636782872515
15989064,5.198396664983121
19737981,5.097166473738018
19227365,5.2556252921804445
1226596,4.444934817638894
126443,5.177480411886565
6692642,4.685563761518621
1768298,4.120877230644094
14250826,5.2046968237206945
3303004,5.42135417911253
14761517,5.526535127191157
8052243,5.111103537792667
21108505,5.93809613218967
7395368,4.413354811028039
14151414,5.055316750415758
16067999,4.844358208033134
12046665,4.138857189002446
782126,5.189959154325736
4799785,4.696689867698942
19071291,5.96061441827332
16336709,4.198120654899617
1297940,5.509623992132727
4935544,4.706865056260798
2537740,4.105766219541575
2518907,4.122537989103331
16466720,4.147059776376107
1303261,4.687843399434548
12720048,4.11487645596529
16739659,4.806868562656532
7987167,4.550446367910533
2557018,4.503525818724835
4227273,4.162338162656885
18584815,5.021622998428258
21077407,4.969743866652762
4342304,3.884513051836346
19671104,4.815565594562898
16274148,5.497167494419829
10074308,4.651639069659091
5296718,4.8205594199485065
10502452,5.125834682498421
17776058,4.766238567233811
15927523,4.3681396840733635
17532796,5.553305255739542
14783949,4.612401239362656
4574224,4.0492334856227465
15149053,4.614930340390324
6936417,4.092122593714264
17542011,4.27410423872229
4729888,4.872359299260669
4016385,3.9637299173614986
20599017,4.645585271989373
1641253,4.879110331711299
18527992,5.020419375274707
20433367,4.375274381649517
19338355,4.792559273528617
13396831,4.448768255694427
21009477,5.289655847719609
18888793,3.9771007799180524
5557097,4.2508876998030045
7367489,5.215404752079417
6713114,4.246495216684729
3485081,5.067944245391176
7755144,4.576450393432467
13745923,5.229573253272053
18238240,5.49656974567261
7937556,4.124122545489552
7902219,4.37255752950177
13582811,4.465932822149128
8884275,6.733770777764783
17513655,6.35082816144554
4029464,5.326505923729778
4033728,4.307900730941285
15964139,4.282721680822353
3758296,4.798377856424746
19125378,4.507467570800663
9078184,5.005216945135557
17528120,3.993180389885991
4350464,4.330927012557022
13434856,5.384436045420878
3687771,5.2239568671123005
6730582,4.31396960196995
5132940,4.917129393819435
